,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT,Colombia,-0.1835712406948502,False,12
1,Amazonas,InSample,Colombia & GT,Colombia,0.5030311483789167,False,12
2,Anzoategui,OOS,Colombia & GT,Colombia,-1.059927336700206,False,12
3,Anzoategui,InSample,Colombia & GT,Colombia,0.16050301332804262,False,12
4,Apure,OOS,Colombia & GT by State,Colombia,-1.5838537303086229,False,12
5,Apure,InSample,Colombia & GT by State,Colombia,-1.5004711618168871,False,12
6,Aragua,OOS,Colombia & GT by State,Colombia,-0.8824129096579741,False,12
7,Aragua,InSample,Colombia & GT by State,Colombia,0.17094915618333115,False,12
8,Barinas,OOS,Colombia & GT,Colombia,-0.1249492511738779,False,12
9,Barinas,InSample,Colombia & GT,Colombia,0.15076397219774862,False,12
10,Bolivar,OOS,Colombia & GT,Colombia,-1.0878369518234354,False,12
11,Bolivar,InSample,Colombia & GT,Colombia,0.15725906074340826,False,12
12,Carabobo,OOS,Colombia & GT,Colombia,-2.8435998151218285,False,12
13,Carabobo,InSample,Colombia & GT,Colombia,0.16369836697379214,False,12
14,Cojedes,OOS,Colombia & GT by State,Colombia,-0.6923996204498781,False,12
15,Cojedes,InSample,Colombia & GT by State,Colombia,-1.938772429665492,False,12
16,Delta Amacuro,OOS,Colombia & GT,Colombia,-0.1935775498589709,False,12
17,Delta Amacuro,InSample,Colombia & GT,Colombia,0.2621888472183438,False,12
18,Distrito Federal,OOS,Colombia Border & GT,Colombia,-1.7965001000740322,False,12
19,Distrito Federal,InSample,Colombia Border & GT,Colombia,0.3842354644437153,False,12
20,Falcon,OOS,Colombia & GT,Colombia,-0.9166620567840946,False,12
21,Falcon,InSample,Colombia & GT,Colombia,-0.9910505796225696,False,12
22,Guarico,OOS,Colombia & GT by Symptom,Colombia,-1.9756770437151376,False,12
23,Guarico,InSample,Colombia & GT by Symptom,Colombia,0.14987990237981394,False,12
24,Lara,OOS,Colombia & GT,Colombia,0.14089772957237026,False,12
25,Lara,InSample,Colombia & GT,Colombia,0.2905431495519326,False,12
26,Merida,OOS,Colombia & GT,Colombia,0.39125034912151424,False,12
27,Merida,InSample,Colombia & GT,Colombia,0.6172855188240787,False,12
28,Miranda,OOS,Colombia & GT,Colombia,-4.538542988943234,False,12
29,Miranda,InSample,Colombia & GT,Colombia,0.3170277754502921,False,12
30,Monagas,OOS,Colombia & GT by Symptom,Colombia,-0.41593008257556097,False,12
31,Monagas,InSample,Colombia & GT by Symptom,Colombia,0.3232089977598408,False,12
32,Nueva Esparta,OOS,Colombia & GT,Colombia,-1.2777389776202823,False,12
33,Nueva Esparta,InSample,Colombia & GT,Colombia,-0.9274243234478972,False,12
