,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT,Colombia,-0.18779194694021228,False,6
1,Amazonas,InSample,Colombia & GT,Colombia,0.4409745782433915,False,6
2,Anzoategui,OOS,Colombia & GT by State,Colombia,-1.155054802082336,False,6
3,Anzoategui,InSample,Colombia & GT by State,Colombia,0.1666790707622462,False,6
4,Apure,OOS,Colombia & GT,Colombia,-0.08763593302769013,False,6
5,Apure,InSample,Colombia & GT,Colombia,0.16454933723603524,False,6
6,Aragua,OOS,Colombia & GT by State,Colombia,-1.0852077025342777,False,6
7,Aragua,InSample,Colombia & GT by State,Colombia,0.16799557309856772,False,6
8,Barinas,OOS,Colombia & GT,Colombia,0.06900500188079584,False,6
9,Barinas,InSample,Colombia & GT,Colombia,-1.0141449820629411,False,6
10,Bolivar,OOS,Colombia & GT,Colombia,-3.780541633721488,False,6
11,Bolivar,InSample,Colombia & GT,Colombia,-0.7558152101790865,False,6
12,Carabobo,OOS,Colombia & GT,Colombia,-5.018133928621757,False,6
13,Carabobo,InSample,Colombia & GT,Colombia,0.3224246897508618,False,6
14,Cojedes,OOS,Colombia & GT by Symptom,Colombia,-0.6923996204498781,False,6
15,Cojedes,InSample,Colombia & GT by Symptom,Colombia,-2.251395879999376,False,6
16,Delta Amacuro,OOS,Colombia & GT,Colombia,-0.013760255215816027,False,6
17,Delta Amacuro,InSample,Colombia & GT,Colombia,0.2643678964571775,False,6
18,Distrito Federal,OOS,Colombia & GT,Colombia,-3.2719437704048824,False,6
19,Distrito Federal,InSample,Colombia & GT,Colombia,0.2646305352273568,False,6
20,Falcon,OOS,Colombia Border & GT,Colombia,-0.9166620567840946,False,6
21,Falcon,InSample,Colombia Border & GT,Colombia,-1.5764665570418104,False,6
22,Guarico,OOS,Colombia & GT by Symptom,Colombia,-1.55177628509173,False,6
23,Guarico,InSample,Colombia & GT by Symptom,Colombia,0.1684656660480106,False,6
24,Lara,OOS,Colombia & GT,Colombia,-0.04750683686464097,False,6
25,Lara,InSample,Colombia & GT,Colombia,0.17155161866552382,False,6
26,Merida,OOS,Colombia & GT,Colombia,0.1789911394165674,False,6
27,Merida,InSample,Colombia & GT,Colombia,0.2728042721459795,False,6
28,Miranda,OOS,Colombia & GT,Colombia,-17.153978037626096,False,6
29,Miranda,InSample,Colombia & GT,Colombia,-0.8049805725917587,False,6
30,Monagas,OOS,Colombia & GT by Symptom,Colombia,-0.3948000747504863,False,6
31,Monagas,InSample,Colombia & GT by Symptom,Colombia,0.3445618282901049,False,6
32,Nueva Esparta,OOS,Colombia & GT,Colombia,-1.2777389776202823,False,6
33,Nueva Esparta,InSample,Colombia & GT,Colombia,-0.8541278245783919,False,6
34,Portuguesa,OOS,Colombia & GT by State,Colombia,-0.2524526703440737,False,6
35,Portuguesa,InSample,Colombia & GT by State,Colombia,-1.9720454689615607,False,6
36,Sucre,OOS,Colombia & GT,Colombia,-0.4955695417120087,False,6
37,Sucre,InSample,Colombia & GT,Colombia,0.3191384346849444,False,6
38,Tachira,OOS,Colombia & GT,Colombia,-1.4435538846552485,False,6
39,Tachira,InSample,Colombia & GT,Colombia,0.3580176387161299,False,6
40,Total,OOS,Colombia & GT,Colombia,-1.461803016695664,False,6
41,Total,InSample,Colombia & GT,Colombia,0.1558056526299647,False,6
42,Trujillo,OOS,Colombia & GT,Colombia,-0.2731072417570457,False,6
43,Trujillo,InSample,Colombia & GT,Colombia,-1.9793025060004399,False,6
44,Vargas,OOS,Colombia & GT,Colombia,-0.6746406040746797,False,6
45,Vargas,InSample,Colombia & GT,Colombia,-0.6958781401242151,False,6
46,Yaracuy,OOS,Colombia & GT,Colombia,-2.0477458101221115,False,6
47,Yaracuy,InSample,Colombia & GT,Colombia,0.2677472205151624,False,6
48,Zulia,OOS,Colombia & GT,Colombia,-3.8759909512942166,False,6
49,Zulia,InSample,Colombia & GT,Colombia,-2.663147029685816,False,6
50,Amazonas,OOS,Colombia & GT,Colombia Border & GT,0.07009465707055562,False,6
51,Amazonas,InSample,Colombia & GT,Colombia Border & GT,0.4632856113313,False,6
52,Anzoategui,OOS,Colombia & GT by State,Colombia Border & GT,-0.6580006098412845,False,6
53,Anzoategui,InSample,Colombia & GT by State,Colombia Border & GT,0.2754583642987747,False,6
54,Apure,OOS,Colombia & GT,Colombia Border & GT,0.10588226220740138,False,6
55,Apure,InSample,Colombia & GT,Colombia Border & GT,0.22988746545619146,False,6
56,Aragua,OOS,Colombia & GT by State,Colombia Border & GT,-0.11248191336498503,False,6
57,Aragua,InSample,Colombia & GT by State,Colombia Border & GT,0.2840624656739078,False,6
58,Barinas,OOS,Colombia & GT,Colombia Border & GT,0.22660860636964586,False,6
59,Barinas,InSample,Colombia & GT,Colombia Border & GT,0.2836468380265422,False,6
60,Bolivar,OOS,Colombia & GT,Colombia Border & GT,-0.022182961506439947,False,6
61,Bolivar,InSample,Colombia & GT,Colombia Border & GT,0.26147221304339,False,6
62,Carabobo,OOS,Colombia & GT,Colombia Border & GT,-2.4135468786988965,False,6
63,Carabobo,InSample,Colombia & GT,Colombia Border & GT,0.3815118867064685,False,6
64,Cojedes,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.2369591819162841,False,6
65,Cojedes,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.15115682073093584,False,6
66,Delta Amacuro,OOS,Colombia & GT,Colombia Border & GT,0.03783516248849717,False,6
67,Delta Amacuro,InSample,Colombia & GT,Colombia Border & GT,0.2190717216760616,False,6
68,Distrito Federal,OOS,Colombia & GT,Colombia Border & GT,-0.031191943485634917,False,6
69,Distrito Federal,InSample,Colombia & GT,Colombia Border & GT,0.7170234164736989,False,6
70,Falcon,OOS,Colombia Border & GT,Colombia Border & GT,0.4475610436675869,True,6
71,Falcon,InSample,Colombia Border & GT,Colombia Border & GT,0.5739006891972525,True,6
72,Guarico,OOS,Colombia & GT by Symptom,Colombia Border & GT,-0.11548575106809622,False,6
73,Guarico,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.3641348621117985,False,6
74,Lara,OOS,Colombia & GT,Colombia Border & GT,0.2658812731719307,False,6
75,Lara,InSample,Colombia & GT,Colombia Border & GT,0.3090882030292289,False,6
76,Merida,OOS,Colombia & GT,Colombia Border & GT,-0.019207823430899662,False,6
77,Merida,InSample,Colombia & GT,Colombia Border & GT,0.4534781605222249,False,6
78,Miranda,OOS,Colombia & GT,Colombia Border & GT,0.10113073034987684,False,6
79,Miranda,InSample,Colombia & GT,Colombia Border & GT,0.6710056299311082,False,6
80,Monagas,OOS,Colombia & GT by Symptom,Colombia Border & GT,-0.07569089932873219,False,6
81,Monagas,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.5830433447222002,False,6
82,Nueva Esparta,OOS,Colombia & GT,Colombia Border & GT,0.3009638310431332,False,6
83,Nueva Esparta,InSample,Colombia & GT,Colombia Border & GT,0.4734611550563717,False,6
84,Portuguesa,OOS,Colombia & GT by State,Colombia Border & GT,-0.10270061002774766,False,6
85,Portuguesa,InSample,Colombia & GT by State,Colombia Border & GT,-8.844033208871627,False,6
86,Sucre,OOS,Colombia & GT,Colombia Border & GT,-0.19624581486874315,False,6
87,Sucre,InSample,Colombia & GT,Colombia Border & GT,0.4965317960243187,False,6
88,Tachira,OOS,Colombia & GT,Colombia Border & GT,-0.7250244386839371,False,6
89,Tachira,InSample,Colombia & GT,Colombia Border & GT,0.437973990447729,False,6
90,Total,OOS,Colombia & GT,Colombia Border & GT,-0.1887650653333306,False,6
91,Total,InSample,Colombia & GT,Colombia Border & GT,0.5359711460700887,False,6
92,Trujillo,OOS,Colombia & GT,Colombia Border & GT,-0.04047408903946792,False,6
93,Trujillo,InSample,Colombia & GT,Colombia Border & GT,0.45584297038285504,False,6
94,Vargas,OOS,Colombia & GT,Colombia Border & GT,-0.15253300836295414,False,6
95,Vargas,InSample,Colombia & GT,Colombia Border & GT,0.5509653957066939,False,6
96,Yaracuy,OOS,Colombia & GT,Colombia Border & GT,-0.39038959295858144,False,6
97,Yaracuy,InSample,Colombia & GT,Colombia Border & GT,0.3828043463548718,False,6
98,Zulia,OOS,Colombia & GT,Colombia Border & GT,0.3649222037645844,False,6
99,Zulia,InSample,Colombia & GT,Colombia Border & GT,0.4862932869640118,False,6
100,Amazonas,OOS,Colombia & GT,Colombia & GT,-0.13203819740937495,True,6
101,Amazonas,InSample,Colombia & GT,Colombia & GT,0.5168977378830506,True,6
102,Anzoategui,OOS,Colombia & GT by State,Colombia & GT,0.17309837796477834,False,6
103,Anzoategui,InSample,Colombia & GT by State,Colombia & GT,0.4583945151022752,False,6
104,Apure,OOS,Colombia & GT,Colombia & GT,0.10509048032772672,True,6
105,Apure,InSample,Colombia & GT,Colombia & GT,0.4810703692880024,True,6
106,Aragua,OOS,Colombia & GT by State,Colombia & GT,-0.1565967970220894,False,6
107,Aragua,InSample,Colombia & GT by State,Colombia & GT,0.35522045195656937,False,6
108,Barinas,OOS,Colombia & GT,Colombia & GT,0.1584374462969258,True,6
109,Barinas,InSample,Colombia & GT,Colombia & GT,0.3855784297494913,True,6
110,Bolivar,OOS,Colombia & GT,Colombia & GT,-0.03558410928050293,True,6
111,Bolivar,InSample,Colombia & GT,Colombia & GT,0.3100393243666255,True,6
