,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT,Colombia,-0.18779194694021228,False,24
1,Amazonas,InSample,Colombia & GT,Colombia,0.4634619752347443,False,24
2,Anzoategui,OOS,Colombia & GT,Colombia,-0.3221195890054296,False,24
3,Anzoategui,InSample,Colombia & GT,Colombia,0.20712949022903426,False,24
4,Apure,OOS,Colombia & GT,Colombia,-0.05648898533727498,False,24
5,Apure,InSample,Colombia & GT,Colombia,0.1998302277192039,False,24
6,Aragua,OOS,Colombia & GT by State,Colombia,-1.1723517855184027,False,24
7,Aragua,InSample,Colombia & GT by State,Colombia,0.3288219950682244,False,24
8,Barinas,OOS,Colombia & GT,Colombia,-0.3305615267570729,False,24
9,Barinas,InSample,Colombia & GT,Colombia,0.19812170576887045,False,24
10,Bolivar,OOS,Colombia Border & GT,Colombia,-0.8316579934978994,False,24
11,Bolivar,InSample,Colombia Border & GT,Colombia,0.1544442150081512,False,24
12,Carabobo,OOS,Colombia & GT,Colombia,-3.3131366607504917,False,24
13,Carabobo,InSample,Colombia & GT,Colombia,0.3225637060824961,False,24
14,Cojedes,OOS,Colombia & GT by Symptom,Colombia,-0.24314519805267645,False,24
15,Cojedes,InSample,Colombia & GT by Symptom,Colombia,0.18766722486758505,False,24
16,Delta Amacuro,OOS,Colombia & GT,Colombia,-0.2227032001913201,False,24
17,Delta Amacuro,InSample,Colombia & GT,Colombia,0.2638126362315202,False,24
18,Distrito Federal,OOS,Colombia Border & GT,Colombia,-6.6123753433299814,False,24
19,Distrito Federal,InSample,Colombia Border & GT,Colombia,0.4618373842275338,False,24
20,Falcon,OOS,Colombia & GT,Colombia,-0.9166620567840946,False,24
21,Falcon,InSample,Colombia & GT,Colombia,-0.3156419691946444,False,24
22,Guarico,OOS,Colombia & GT,Colombia,-0.4448381746454697,False,24
23,Guarico,InSample,Colombia & GT,Colombia,0.14649737581553854,False,24
24,Lara,OOS,Colombia & GT,Colombia,0.366431492149661,False,24
25,Lara,InSample,Colombia & GT,Colombia,0.4154844325865853,False,24
26,Merida,OOS,Colombia & GT,Colombia,0.3021706411825559,False,24
27,Merida,InSample,Colombia & GT,Colombia,0.6512918691119176,False,24
28,Miranda,OOS,Colombia & GT,Colombia,-7.928608499501416,False,24
29,Miranda,InSample,Colombia & GT,Colombia,0.44463146100268025,False,24
30,Monagas,OOS,Colombia & GT,Colombia,-0.18681727519300886,False,24
31,Monagas,InSample,Colombia & GT,Colombia,0.4083319880479782,False,24
32,Nueva Esparta,OOS,Colombia & GT,Colombia,-1.2777389776202823,False,24
33,Nueva Esparta,InSample,Colombia & GT,Colombia,-0.27605525220417304,False,24
34,Portuguesa,OOS,Colombia & GT by State,Colombia,0.20217177804671932,False,24
35,Portuguesa,InSample,Colombia & GT by State,Colombia,0.1655976265382093,False,24
36,Sucre,OOS,Colombia Border & GT,Colombia,-0.27655719552465396,False,24
37,Sucre,InSample,Colombia Border & GT,Colombia,0.3128326927255489,False,24
38,Tachira,OOS,Colombia & GT,Colombia,-0.4792675605158576,False,24
39,Tachira,InSample,Colombia & GT,Colombia,0.6372024393117484,False,24
40,Total,OOS,Colombia & GT,Colombia,0.08039220679497938,False,24
41,Total,InSample,Colombia & GT,Colombia,0.377043098692177,False,24
